Initial locations:
8.147237	0.814724	12.220855	0.814724	0.814724	9.073618	
9.057919	0.905792	13.586879	0.905792	0.905792	9.528960	
1.269868	0.126987	1.904802	0.126987	0.126987	5.634934	
9.133759	0.913376	13.700638	0.913376	0.913376	9.566879	
6.323592	0.632359	9.485389	0.632359	0.632359	8.161796	
0.975404	0.097540	1.463106	0.097540	0.097540	5.487702	
2.784982	0.278498	4.177473	0.278498	0.278498	6.392491	
5.468815	0.546882	8.203223	0.546882	0.546882	7.734408	
9.575068	0.957507	14.362603	0.957507	0.957507	9.787534	
9.648885	0.964889	14.473328	0.964889	0.964889	9.824443	
1.576131	0.157613	2.364196	0.157613	0.157613	5.788065	
9.705928	0.970593	14.558892	0.970593	0.970593	9.852964	
Next location:
6.487081	0.612551	11.812676	0.764929	0.698868	8.590578	
9.495712	0.982519	14.883266	0.925272	0.903071	9.997637	
3.871567	0.877770	5.624659	0.611106	0.769264	9.929981	
6.616171	0.635521	10.600805	0.640903	0.639590	8.191708	
6.776290	0.722051	13.300158	0.852101	0.692078	9.556592	
3.871096	0.180589	3.870458	0.759341	0.846374	9.555633	
9.394941	0.721446	9.422640	0.732898	0.914920	9.220266	
6.436634	0.511107	11.269510	0.964340	0.955987	8.739242	
9.154551	0.909953	13.710961	0.905307	0.904573	9.582383	
5.934579	0.593458	8.901868	0.593458	0.593458	7.967289	
8.614971	0.563135	12.998158	0.996453	0.914215	6.786605	
6.896747	0.687263	10.389026	0.688068	0.687794	8.465603	
Iteration 1.000000 
8.916006	0.569947	14.878062	0.675706	0.625666	9.921334	
9.751240	0.994957	14.719494	0.959541	0.973286	9.950771	
6.424545	0.638948	13.047525	0.700838	0.902257	8.360956	
7.564585	0.959526	13.475340	0.959894	0.924751	8.596115	
7.706187	0.912233	13.493661	0.934794	0.800335	9.251315	
6.531231	0.834213	12.386646	0.670053	0.847297	8.409697	
7.712917	0.922476	12.599148	0.639660	0.713488	8.660011	
6.608810	0.762354	10.330544	0.839622	0.877381	8.075812	
9.556773	0.958679	13.925251	0.882845	0.826403	9.694110	
6.706851	0.837292	10.426991	0.930847	0.515220	8.965115	
6.577991	0.540824	9.037181	0.704166	0.663795	8.806432	
6.201100	0.331242	5.764383	0.589522	0.851640	8.043284	
Iteration 2.000000 
