Initial locations:
8.147237	0.814724	12.220855	0.814724	0.814724	0.814724	
9.057919	0.905792	13.586879	0.905792	0.905792	0.905792	
1.269868	0.126987	1.904802	0.126987	0.126987	0.126987	
9.133759	0.913376	13.700638	0.913376	0.913376	0.913376	
6.323592	0.632359	9.485389	0.632359	0.632359	0.632359	
0.975404	0.097540	1.463106	0.097540	0.097540	0.097540	
2.784982	0.278498	4.177473	0.278498	0.278498	0.278498	
5.468815	0.546882	8.203223	0.546882	0.546882	0.546882	
9.575068	0.957507	14.362603	0.957507	0.957507	0.957507	
9.648885	0.964889	14.473328	0.964889	0.964889	0.964889	
1.576131	0.157613	2.364196	0.157613	0.157613	0.157613	
9.705928	0.970593	14.558892	0.970593	0.970593	0.970593	
Next location:
6.422187	0.604688	11.794425	0.762854	0.694284	0.714263	
9.549263	0.991054	14.718659	0.928282	0.903938	0.989259	
3.872925	0.873397	5.625452	0.612766	0.772001	0.990209	
6.654632	0.636477	10.733414	0.642456	0.640997	0.639610	
6.794793	0.724664	13.160295	0.842184	0.694176	0.902417	
3.780480	0.170169	3.721800	0.752727	0.849111	0.915573	
9.430446	0.723184	9.437089	0.726625	0.910159	0.846811	
6.376337	0.520528	11.201096	0.962687	0.956554	0.743240	
9.135653	0.903811	13.666490	0.895575	0.894275	0.915376	
6.003256	0.604822	9.038782	0.600555	0.604236	0.594963	
8.644972	0.564027	12.924332	0.992449	0.919815	0.346574	
6.822126	0.682213	10.233189	0.682213	0.682213	0.682213	
Iteration 1.000000 
8.974584	0.794543	14.411384	0.659074	0.745993	0.858826	
9.271079	0.827365	14.456678	0.980162	0.921510	0.154652	
8.663185	0.112257	8.684519	0.486652	0.790390	0.253823	
7.530347	0.539934	14.342995	0.970649	0.903191	0.631801	
9.579635	0.543397	13.962422	0.938455	0.881033	0.508595	
7.992113	0.510774	12.100485	0.628456	0.846206	0.799751	
8.678948	0.784098	12.285544	0.609588	0.755843	0.255599	
7.736800	0.979516	12.307475	0.812573	0.891916	0.378604	
9.988966	0.982573	14.618379	0.812039	0.882011	0.169370	
7.695522	0.446995	12.965808	0.899223	0.408022	0.608392	
8.527492	0.726592	11.191080	0.667576	0.711156	0.422158	
7.194862	0.919705	8.209872	0.533316	0.890957	0.765882	
Iteration 2.000000 
9.482123	0.290188	14.670081	0.621737	0.973492	0.499849	
8.326172	0.445342	10.766131	0.480955	0.657670	0.690464	
8.351259	0.282004	9.908145	0.436206	0.797746	0.040732	
8.659747	0.348408	8.380496	0.843983	0.855534	0.623601	
9.959324	0.106245	10.810586	0.887354	0.998546	0.044233	
8.572283	0.571912	12.169515	0.796287	0.893084	0.491323	
9.406618	0.004238	8.251268	0.766898	0.937473	0.015860	
8.641007	0.008992	6.252595	0.758964	0.934376	0.657618	
8.161949	0.148517	8.693412	0.631313	0.924808	0.050922	
9.279395	0.084694	13.379887	0.377006	0.974450	0.312841	
9.984853	0.047277	14.914580	0.734741	0.766330	0.203930	
6.311220	0.964519	8.963794	0.908691	0.951784	0.119227	
Iteration 3.000000 
9.607280	0.054460	13.010081	0.230349	0.912829	0.060799	
8.212966	0.184341	12.970328	0.198779	0.658100	0.664225	
8.868001	0.198329	11.912805	0.387090	0.908507	0.260308	
9.227778	0.133535	6.191249	0.088109	0.928105	0.564414	
9.396725	0.070532	11.249998	0.481707	0.979240	0.081501	
9.859067	0.174421	13.126348	0.402696	0.995796	0.595882	
9.478573	0.268639	9.409786	0.213474	0.946388	0.323058	
9.291066	0.312236	6.639563	0.012331	0.983738	0.427772	
8.310475	0.272900	14.025376	0.392418	0.961771	0.062183	
9.510572	0.127982	13.545518	0.168119	0.798979	0.194620	
9.534063	0.207168	13.679068	0.659977	0.713023	0.148791	
4.387049	0.324111	7.029032	0.205301	0.949078	0.700284	
Iteration 4.000000 
9.362558	0.172310	12.308946	0.017064	0.867557	0.784942	
8.167683	0.079940	13.852007	0.085909	0.658271	0.653729	
9.762222	0.015782	12.768027	0.004816	0.997607	0.802029	
8.194677	0.099751	13.265680	0.094721	0.732825	0.577509	
8.469172	0.075823	12.566388	0.367506	0.774063	0.707079	
9.797671	0.116205	13.242568	0.162366	0.918235	0.678703	
7.023785	0.166974	10.568603	0.019054	0.867344	0.190332	
7.261394	0.336747	11.991728	0.786183	0.373816	0.730720	
8.225838	0.245755	6.144248	0.289995	0.514973	0.989485	
9.429899	0.026142	13.215867	0.152104	0.932774	0.263142	
7.080295	0.091898	12.245346	0.124636	0.821088	0.376707	
2.985592	0.836530	11.616881	0.217291	0.947359	0.973199	
Iteration 5.000000 
8.826129	0.104972	12.560410	0.358552	0.918967	0.887490	
8.373392	0.042572	11.669349	0.316334	0.731202	0.730390	
6.743784	0.172844	11.716004	0.729943	0.556912	0.638444	
8.109701	0.078970	13.361183	0.287611	0.712152	0.617550	
8.098151	0.077939	13.092944	0.321825	0.691993	0.957310	
8.958123	0.008171	12.704181	0.098815	0.849682	0.719891	
8.810868	0.087198	11.011187	0.997434	0.930472	0.052898	
6.939401	0.556209	8.965150	0.975807	0.806666	0.808288	
8.440470	0.318158	12.269075	0.424950	0.884077	0.177488	
8.902474	0.057004	12.464549	0.388280	0.789208	0.667974	
8.636551	0.057923	13.982884	0.618601	0.640121	0.216452	
9.310382	0.896597	10.373798	0.863646	0.767686	0.948301	
Iteration 6.000000 
8.735114	0.015324	12.532312	0.551685	0.933009	0.830267	
9.022206	0.102868	13.906337	0.387840	0.742283	0.691263	
8.416318	0.210926	12.599288	0.596139	0.635268	0.454474	
8.908193	0.030192	13.958972	0.539278	0.815734	0.698121	
8.473893	0.045513	12.812461	0.387445	0.731175	0.952884	
8.561485	0.014813	12.097680	0.278957	0.720476	0.731689	
9.312427	0.107808	9.181909	0.116554	0.758697	0.835484	
9.154578	0.246243	8.939331	0.797001	0.858410	0.695531	
8.382614	0.436609	10.754646	0.550849	0.853577	0.259387	
8.691503	0.069349	12.164022	0.482751	0.731782	0.829907	
9.568314	0.090293	12.960629	0.691900	0.677781	0.626888	
8.420800	0.021900	9.976170	0.699228	0.775595	0.927834	
Iteration 7.000000 
9.007430	0.005770	12.445545	0.465114	0.839895	0.629080	
7.801427	0.211567	10.916176	0.044619	0.733097	0.612281	
9.800584	0.010689	11.634237	0.267430	0.884831	0.468828	
7.924735	0.113049	12.914780	0.054267	0.697521	0.641985	
9.227922	0.035022	12.464414	0.414504	0.821883	0.520040	
8.900341	0.032846	12.009272	0.546582	0.783323	0.683665	
9.987636	0.185154	11.460476	0.276893	0.897294	0.477185	
9.963112	0.094874	14.905450	0.356283	0.901150	0.557081	
8.937838	0.553279	11.858809	0.338984	0.953504	0.760638	
8.913495	0.051719	12.475355	0.291354	0.860258	0.563838	
9.110428	0.096644	12.163937	0.287910	0.815919	0.859906	
9.556106	0.324878	14.107996	0.489538	0.805417	0.535537	
Iteration 8.000000 
9.003598	0.035436	12.509614	0.490376	0.840333	0.552403	
9.622844	0.013547	14.640375	0.428906	0.743306	0.492558	
9.973211	0.062980	12.876864	0.112111	0.994473	0.514400	
9.193478	0.066188	12.554223	0.244763	0.671717	0.505945	
9.529534	0.030826	12.325196	0.425328	0.858166	0.346902	
9.348636	0.015270	12.959993	0.115679	0.848045	0.412189	
8.156610	0.218520	13.300178	0.792336	0.886642	0.229176	
9.678978	0.134977	13.051705	0.278866	0.789682	0.434011	
8.516475	0.245643	12.245702	0.546410	0.863201	0.146738	
9.340341	0.046426	12.573455	0.384551	0.804916	0.587773	
8.990507	0.096528	12.282987	0.347235	0.876149	0.851917	
8.726642	0.627239	8.285933	0.373710	0.801950	0.406191	
Iteration 9.000000 
9.277300	0.047135	12.472432	0.381479	0.815820	0.467865	
9.124867	0.259964	11.866428	0.303673	0.798069	0.668652	
8.432083	0.076860	12.637818	0.239065	0.891987	0.491514	
9.765118	0.012772	12.278630	0.453337	0.833069	0.475881	
9.002757	0.038530	12.491851	0.405710	0.862965	0.460376	
9.016927	0.035075	12.135010	0.340045	0.701066	0.813731	
8.968935	0.564826	12.208381	0.921775	0.814419	0.162502	
9.030046	0.026311	11.399255	0.309936	0.748700	0.473736	
9.064841	0.291703	12.721647	0.409312	0.822423	0.109332	
